image,total_boxes,train_boxes,other_boxes
VAIPE_P_209_1,2,2,0
VAIPE_P_209_10,3,3,0
VAIPE_P_209_11,3,3,0
VAIPE_P_209_2,2,2,0
VAIPE_P_209_3,2,2,0
VAIPE_P_209_4,3,3,0
VAIPE_P_209_5,3,3,0
VAIPE_P_209_6,2,2,0
VAIPE_P_209_7,3,3,0
VAIPE_P_209_8,2,2,0
VAIPE_P_209_9,3,3,0
VAIPE_P_210_0,3,3,0
VAIPE_P_210_1,4,4,0
VAIPE_P_210_10,4,4,0
VAIPE_P_210_11,3,3,0
VAIPE_P_210_12,3,3,0
VAIPE_P_210_13,3,3,0
VAIPE_P_210_14,3,3,0
VAIPE_P_210_15,4,4,0
VAIPE_P_210_16,4,4,0
VAIPE_P_210_17,4,4,0
VAIPE_P_210_18,4,4,0
VAIPE_P_210_19,4,4,0
VAIPE_P_210_2,3,3,0
VAIPE_P_210_3,3,3,0
VAIPE_P_210_4,3,3,0
VAIPE_P_210_5,3,3,0
VAIPE_P_210_6,4,4,0
VAIPE_P_210_7,4,4,0
VAIPE_P_210_8,4,4,0
VAIPE_P_210_9,3,3,0
VAIPE_P_211_0,3,0,3
VAIPE_P_211_1,2,0,2
VAIPE_P_211_2,3,0,3
VAIPE_P_212_0,2,0,2
VAIPE_P_212_1,2,0,2
VAIPE_P_212_2,2,0,2
VAIPE_P_213_0,2,0,2
VAIPE_P_213_1,2,0,2
VAIPE_P_213_2,2,0,2
VAIPE_P_213_3,2,0,2
VAIPE_P_213_4,3,0,3
VAIPE_P_214_0,2,0,2
VAIPE_P_214_1,2,0,2
VAIPE_P_214_10,2,0,2
VAIPE_P_214_11,2,0,2
VAIPE_P_214_12,3,0,3
VAIPE_P_214_13,2,0,2
VAIPE_P_214_14,2,0,2
VAIPE_P_214_2,2,0,2
VAIPE_P_214_3,2,0,2
VAIPE_P_214_4,3,0,3
VAIPE_P_214_5,3,0,3
VAIPE_P_214_6,2,0,2
VAIPE_P_214_7,3,0,3
VAIPE_P_214_8,3,0,3
VAIPE_P_214_9,2,0,2
VAIPE_P_215_0,3,1,2
VAIPE_P_215_1,3,1,2
VAIPE_P_215_2,3,1,2
VAIPE_P_215_3,3,1,2
VAIPE_P_216_0,5,5,0
VAIPE_P_216_1,6,6,0
VAIPE_P_216_2,3,3,0
VAIPE_P_217_0,5,5,0
VAIPE_P_217_1,3,3,0
VAIPE_P_217_2,5,5,0
VAIPE_P_217_3,3,3,0
VAIPE_P_218_0,4,4,0
VAIPE_P_218_1,4,4,0
VAIPE_P_218_10,2,2,0
VAIPE_P_218_11,2,2,0
VAIPE_P_218_12,4,4,0
VAIPE_P_218_15,4,4,0
VAIPE_P_218_16,4,4,0
VAIPE_P_218_17,2,2,0
VAIPE_P_218_2,2,2,0
VAIPE_P_218_3,2,2,0
VAIPE_P_218_5,2,2,0
VAIPE_P_218_6,2,2,0
VAIPE_P_218_7,4,4,0
VAIPE_P_219_0,10,2,8
VAIPE_P_219_1,5,1,4
VAIPE_P_219_11,10,2,8
VAIPE_P_219_3,5,1,4
VAIPE_P_219_4,10,2,8
VAIPE_P_219_7,10,2,8
VAIPE_P_219_8,5,1,4
VAIPE_P_219_9,5,1,4
VAIPE_P_21_0,2,2,0
VAIPE_P_21_1,2,2,0
VAIPE_P_21_2,3,3,0
VAIPE_P_21_3,2,2,0
VAIPE_P_21_4,3,3,0
VAIPE_P_21_5,2,2,0
VAIPE_P_21_6,2,2,0
VAIPE_P_220_0,2,2,0
VAIPE_P_220_1,2,2,0
VAIPE_P_220_11,2,2,0
VAIPE_P_220_14,2,2,0
VAIPE_P_220_15,2,2,0
VAIPE_P_220_2,2,2,0
VAIPE_P_220_3,2,2,0
VAIPE_P_220_4,2,2,0
VAIPE_P_220_5,2,2,0
VAIPE_P_220_7,2,2,0
VAIPE_P_220_8,2,2,0
VAIPE_P_220_9,2,2,0
VAIPE_P_221_0,3,3,0
VAIPE_P_221_1,2,2,0
VAIPE_P_221_10,2,2,0
VAIPE_P_221_11,2,2,0
VAIPE_P_221_12,2,2,0
VAIPE_P_221_13,2,2,0
VAIPE_P_221_17,2,2,0
VAIPE_P_221_18,3,3,0
VAIPE_P_221_19,2,2,0
VAIPE_P_221_2,3,3,0
VAIPE_P_221_20,3,3,0
VAIPE_P_221_22,3,3,0
VAIPE_P_221_26,2,2,0
VAIPE_P_221_27,3,3,0
VAIPE_P_221_3,3,3,0
VAIPE_P_221_4,3,3,0
VAIPE_P_221_6,3,3,0
VAIPE_P_221_7,2,2,0
VAIPE_P_221_8,2,2,0
VAIPE_P_221_9,3,3,0
VAIPE_P_222_0,4,2,2
VAIPE_P_222_1,4,2,2
VAIPE_P_222_2,4,2,2
VAIPE_P_222_3,4,2,2
VAIPE_P_223_0,4,4,0
VAIPE_P_224_0,2,2,0
VAIPE_P_225_0,2,2,0
VAIPE_P_226_0,3,3,0
VAIPE_P_227_0,3,3,0
VAIPE_P_228_0,3,3,0
VAIPE_P_228_1,3,3,0
VAIPE_P_228_2,3,3,0
VAIPE_P_228_3,4,4,0
VAIPE_P_229_0,4,4,0
VAIPE_P_229_1,2,2,0
VAIPE_P_229_2,2,2,0
VAIPE_P_229_3,3,3,0
VAIPE_P_22_0,2,2,0
VAIPE_P_22_1,3,3,0
VAIPE_P_22_2,3,3,0
VAIPE_P_22_3,3,3,0
VAIPE_P_22_4,3,3,0
VAIPE_P_22_5,2,2,0
VAIPE_P_22_6,3,3,0
VAIPE_P_230_0,3,3,0
VAIPE_P_230_1,4,4,0
VAIPE_P_230_2,2,2,0
VAIPE_P_230_3,4,4,0
VAIPE_P_230_4,4,4,0
VAIPE_P_230_5,3,3,0
VAIPE_P_230_6,3,3,0
VAIPE_P_230_7,3,3,0
VAIPE_P_230_8,3,3,0
VAIPE_P_230_9,3,3,0
VAIPE_P_233_0,5,5,0
VAIPE_P_233_1,5,5,0
VAIPE_P_233_2,5,4,1
VAIPE_P_233_3,5,4,1
VAIPE_P_233_4,5,4,1
VAIPE_P_233_5,5,5,0
VAIPE_P_233_6,5,4,1
VAIPE_P_233_7,5,5,0
VAIPE_P_234_0,4,0,4
VAIPE_P_234_1,4,0,4
VAIPE_P_234_2,4,0,4
VAIPE_P_234_3,4,0,4
VAIPE_P_234_4,4,0,4
VAIPE_P_235_0,4,4,0
VAIPE_P_235_1,3,3,0
VAIPE_P_235_2,3,3,0
VAIPE_P_235_3,3,3,0
VAIPE_P_235_4,3,3,0
VAIPE_P_235_5,4,4,0
VAIPE_P_235_6,4,4,0
VAIPE_P_235_7,4,4,0
VAIPE_P_236_0,4,2,2
VAIPE_P_236_1,2,0,2
VAIPE_P_236_2,2,0,2
VAIPE_P_236_3,2,2,0
VAIPE_P_236_4,2,2,0
VAIPE_P_236_5,4,2,2
VAIPE_P_237_0,2,2,0
VAIPE_P_237_1,2,2,0
VAIPE_P_238_0,2,2,0
VAIPE_P_238_1,2,2,0
VAIPE_P_238_2,2,2,0
VAIPE_P_238_3,3,3,0
VAIPE_P_238_4,2,2,0
VAIPE_P_239_0,2,2,0
VAIPE_P_239_1,3,3,0
VAIPE_P_239_2,2,2,0
VAIPE_P_239_3,2,2,0
VAIPE_P_239_4,3,3,0
VAIPE_P_239_5,2,2,0
VAIPE_P_23_0,3,3,0
VAIPE_P_23_1,3,3,0
VAIPE_P_23_2,2,2,0
VAIPE_P_23_3,2,2,0
VAIPE_P_23_4,3,3,0
VAIPE_P_23_5,3,3,0
VAIPE_P_23_6,3,3,0
VAIPE_P_240_0,2,0,2
VAIPE_P_240_1,4,2,2
VAIPE_P_240_10,3,1,2
VAIPE_P_240_11,4,2,2
VAIPE_P_240_12,3,1,2
VAIPE_P_240_13,4,2,2
VAIPE_P_240_14,4,2,2
VAIPE_P_240_15,4,2,2
VAIPE_P_240_17,2,0,2
VAIPE_P_240_18,4,2,2
VAIPE_P_240_19,3,1,2
VAIPE_P_240_2,2,0,2
VAIPE_P_240_4,2,0,2
VAIPE_P_240_6,4,2,2
VAIPE_P_240_7,3,1,2
VAIPE_P_240_8,2,0,2
VAIPE_P_241_10,4,2,2
VAIPE_P_241_12,2,0,2
VAIPE_P_241_13,3,1,2
VAIPE_P_241_15,2,0,2
VAIPE_P_241_18,3,1,2
VAIPE_P_241_2,3,1,2
VAIPE_P_241_3,4,2,2
VAIPE_P_241_4,3,1,2
VAIPE_P_241_5,3,1,2
VAIPE_P_241_6,2,0,2
VAIPE_P_241_7,4,2,2
VAIPE_P_241_9,4,2,2
VAIPE_P_244_1,2,2,0
VAIPE_P_244_4,2,2,0
VAIPE_P_245_2,2,2,0
VAIPE_P_246_1,3,3,0
VAIPE_P_246_11,3,3,0
VAIPE_P_246_12,3,3,0
VAIPE_P_246_13,3,3,0
VAIPE_P_246_14,3,3,0
VAIPE_P_246_16,3,3,0
VAIPE_P_246_17,3,3,0
VAIPE_P_246_18,3,3,0
VAIPE_P_246_22,3,3,0
VAIPE_P_246_23,3,3,0
VAIPE_P_246_3,3,3,0
VAIPE_P_246_4,3,3,0
VAIPE_P_246_5,3,3,0
VAIPE_P_246_6,3,3,0
VAIPE_P_246_7,3,3,0
VAIPE_P_246_9,3,3,0
VAIPE_P_247_0,2,1,1
VAIPE_P_247_1,2,1,1
VAIPE_P_247_12,2,1,1
VAIPE_P_247_13,2,1,1
VAIPE_P_247_14,2,1,1
VAIPE_P_247_15,2,1,1
VAIPE_P_247_17,2,1,1
VAIPE_P_247_19,2,1,1
VAIPE_P_247_4,2,1,1
VAIPE_P_247_8,2,1,1
VAIPE_P_247_9,2,1,1
VAIPE_P_248_1,2,1,1
VAIPE_P_248_14,2,1,1
VAIPE_P_248_15,2,1,1
VAIPE_P_248_18,2,1,1
VAIPE_P_248_2,2,1,1
VAIPE_P_248_3,2,1,1
VAIPE_P_248_5,2,1,1
VAIPE_P_248_6,2,1,1
VAIPE_P_248_8,2,1,1
VAIPE_P_249_0,2,2,0
VAIPE_P_249_1,4,3,1
VAIPE_P_249_2,3,3,0
VAIPE_P_24_0,3,3,0
VAIPE_P_24_1,2,2,0
VAIPE_P_24_2,2,2,0
VAIPE_P_24_3,2,2,0
VAIPE_P_24_4,2,2,0
VAIPE_P_24_5,3,3,0
VAIPE_P_24_6,3,3,0
VAIPE_P_250_0,4,3,1
VAIPE_P_250_1,2,1,1
VAIPE_P_250_2,2,2,0
VAIPE_P_251_0,4,3,1
VAIPE_P_251_1,4,3,1
VAIPE_P_251_2,3,3,0
VAIPE_P_251_3,4,3,1
VAIPE_P_251_4,3,3,0
VAIPE_P_251_5,2,1,1
VAIPE_P_251_6,4,3,1
VAIPE_P_251_7,3,3,0
VAIPE_P_251_8,4,3,1
VAIPE_P_252_0,3,3,0
VAIPE_P_252_1,4,3,1
VAIPE_P_252_2,2,1,1
VAIPE_P_252_3,4,3,1
VAIPE_P_252_4,3,3,0
VAIPE_P_252_5,4,3,1
VAIPE_P_252_6,3,3,0
VAIPE_P_252_7,2,2,0
VAIPE_P_252_8,2,2,0
VAIPE_P_252_9,2,1,1
VAIPE_P_253_0,3,2,1
VAIPE_P_253_1,3,2,1
VAIPE_P_253_2,3,2,1
VAIPE_P_253_3,3,2,1
VAIPE_P_253_4,3,2,1
VAIPE_P_253_5,3,2,1
VAIPE_P_254_0,2,2,0
VAIPE_P_255_0,2,2,0
VAIPE_P_256_0,3,3,0
VAIPE_P_257_0,2,2,0
VAIPE_P_258_0,3,3,0
VAIPE_P_258_1,2,2,0
VAIPE_P_258_2,3,3,0
VAIPE_P_258_3,3,3,0
VAIPE_P_259_0,3,3,0
VAIPE_P_259_1,2,2,0
VAIPE_P_259_2,2,2,0
VAIPE_P_259_3,2,2,0
VAIPE_P_25_14,3,3,0
VAIPE_P_25_16,3,3,0
VAIPE_P_25_2,3,3,0
VAIPE_P_25_3,3,3,0
VAIPE_P_25_6,3,3,0
VAIPE_P_25_9,3,3,0
VAIPE_P_260_0,3,3,0
VAIPE_P_260_2,3,3,0
VAIPE_P_260_3,4,4,0
VAIPE_P_261_0,2,2,0
VAIPE_P_261_1,2,2,0
VAIPE_P_261_2,2,2,0
VAIPE_P_261_3,2,2,0
VAIPE_P_263_0,2,2,0
VAIPE_P_264_0,2,2,0
VAIPE_P_264_1,3,3,0
VAIPE_P_265_0,2,2,0
VAIPE_P_265_1,4,4,0
VAIPE_P_265_2,4,4,0
VAIPE_P_265_3,3,3,0
VAIPE_P_266_0,2,2,0
VAIPE_P_266_1,2,2,0
VAIPE_P_266_2,3,3,0
VAIPE_P_266_3,2,2,0
VAIPE_P_266_4,2,2,0
VAIPE_P_266_5,2,2,0
VAIPE_P_266_6,2,2,0
VAIPE_P_266_7,4,4,0
VAIPE_P_267_0,4,4,0
VAIPE_P_267_1,7,6,1
VAIPE_P_267_10,4,4,0
VAIPE_P_267_11,4,4,0
VAIPE_P_267_12,4,4,0
VAIPE_P_267_13,7,6,1
VAIPE_P_267_14,7,6,1
VAIPE_P_267_15,7,6,1
VAIPE_P_267_16,4,4,0
VAIPE_P_267_17,4,4,0
VAIPE_P_267_18,4,4,0
VAIPE_P_267_19,7,6,1
VAIPE_P_267_2,7,6,1
VAIPE_P_267_20,4,4,0
VAIPE_P_267_21,7,6,1
VAIPE_P_267_22,7,6,1
VAIPE_P_267_23,4,4,0
VAIPE_P_267_3,7,6,1
VAIPE_P_267_4,4,4,0
VAIPE_P_267_5,4,4,0
VAIPE_P_267_6,4,4,0
VAIPE_P_267_7,7,6,1
VAIPE_P_267_8,7,6,1
VAIPE_P_267_9,7,6,1
VAIPE_P_268_0,4,1,3
VAIPE_P_268_1,4,1,3
VAIPE_P_268_2,4,1,3
VAIPE_P_268_3,4,1,3
VAIPE_P_269_0,4,1,3
VAIPE_P_269_1,4,1,3
VAIPE_P_269_2,4,1,3
VAIPE_P_269_3,4,1,3
VAIPE_P_269_4,4,1,3
VAIPE_P_269_5,4,1,3
VAIPE_P_26_0,2,2,0
VAIPE_P_26_2,2,2,0
VAIPE_P_26_3,2,2,0
VAIPE_P_26_4,2,2,0
VAIPE_P_26_5,2,2,0
VAIPE_P_26_6,2,2,0
VAIPE_P_26_7,2,2,0
VAIPE_P_26_8,2,2,0
VAIPE_P_270_0,2,0,2
VAIPE_P_270_1,3,0,3
VAIPE_P_270_2,2,0,2
VAIPE_P_270_3,2,0,2
VAIPE_P_270_4,3,0,3
VAIPE_P_270_5,2,0,2
VAIPE_P_270_6,2,0,2
VAIPE_P_270_7,3,0,3
VAIPE_P_270_8,2,0,2
VAIPE_P_271_0,2,0,2
VAIPE_P_271_1,2,0,2
VAIPE_P_271_2,3,0,3
VAIPE_P_271_3,2,0,2
VAIPE_P_271_4,3,0,3
VAIPE_P_271_5,2,0,2
VAIPE_P_271_6,3,0,3
VAIPE_P_271_7,2,0,2
VAIPE_P_271_8,2,0,2
VAIPE_P_272_0,3,2,1
VAIPE_P_272_1,2,1,1
VAIPE_P_272_2,2,1,1
VAIPE_P_272_3,3,2,1
VAIPE_P_273_0,2,1,1
VAIPE_P_273_1,2,1,1
VAIPE_P_274_0,2,1,1
VAIPE_P_274_1,3,2,1
VAIPE_P_275_0,2,1,1
VAIPE_P_275_1,2,1,1
VAIPE_P_275_2,2,1,1
VAIPE_P_275_3,3,2,1
VAIPE_P_276_0,2,1,1
VAIPE_P_276_1,3,2,1
VAIPE_P_276_2,2,1,1
VAIPE_P_276_3,2,1,1
VAIPE_P_276_4,2,1,1
VAIPE_P_276_5,2,1,1
VAIPE_P_276_6,2,1,1
VAIPE_P_276_7,2,1,1
VAIPE_P_276_8,3,2,1
VAIPE_P_276_9,2,1,1
VAIPE_P_277_0,4,4,0
VAIPE_P_277_1,4,4,0
VAIPE_P_277_2,3,3,0
VAIPE_P_277_3,4,4,0
VAIPE_P_277_4,4,4,0
VAIPE_P_278_0,7,7,0
VAIPE_P_279_0,5,5,0
VAIPE_P_27_0,2,2,0
VAIPE_P_27_1,2,2,0
VAIPE_P_27_2,2,2,0
VAIPE_P_27_3,2,2,0
VAIPE_P_27_6,2,2,0
VAIPE_P_27_7,2,2,0
VAIPE_P_27_8,2,2,0
VAIPE_P_27_9,2,2,0
VAIPE_P_280_0,5,5,0
VAIPE_P_281_0,2,2,0
VAIPE_P_282_0,2,2,0
VAIPE_P_283_0,5,5,0
VAIPE_P_283_1,2,2,0
VAIPE_P_284_0,7,7,0
VAIPE_P_285_0,8,8,0
VAIPE_P_286_0,2,2,0
VAIPE_P_287_0,6,6,0
VAIPE_P_287_1,7,7,0
VAIPE_P_288_1,7,7,0
VAIPE_P_289_0,5,5,0
VAIPE_P_289_1,7,7,0
VAIPE_P_289_2,5,5,0
VAIPE_P_28_0,2,2,0
VAIPE_P_28_1,2,2,0
VAIPE_P_28_4,2,2,0
VAIPE_P_28_5,2,2,0
VAIPE_P_28_6,2,2,0
VAIPE_P_28_7,2,2,0
VAIPE_P_28_8,2,2,0
VAIPE_P_28_9,2,2,0
VAIPE_P_290_0,7,7,0
VAIPE_P_290_1,6,6,0
VAIPE_P_290_2,5,5,0
VAIPE_P_290_4,2,2,0
VAIPE_P_291_0,7,7,0
VAIPE_P_291_1,2,2,0
VAIPE_P_291_2,7,7,0
VAIPE_P_291_3,2,2,0
VAIPE_P_291_4,7,7,0
VAIPE_P_291_5,7,7,0
VAIPE_P_292_2,2,2,0
VAIPE_P_292_3,2,2,0
VAIPE_P_292_4,2,2,0
VAIPE_P_292_5,2,2,0
VAIPE_P_293_0,3,3,0
VAIPE_P_294_0,3,3,0
VAIPE_P_295_0,2,2,0
VAIPE_P_297_0,2,2,0
VAIPE_P_297_1,2,2,0
VAIPE_P_298_0,2,2,0
VAIPE_P_299_0,2,2,0
VAIPE_P_29_0,2,2,0
VAIPE_P_29_2,2,2,0
VAIPE_P_29_5,2,2,0
VAIPE_P_29_9,2,2,0
VAIPE_P_2_0,4,4,0
VAIPE_P_2_1,3,3,0
VAIPE_P_2_11,3,3,0
VAIPE_P_2_12,4,4,0
VAIPE_P_2_15,3,3,0
VAIPE_P_2_16,4,4,0
VAIPE_P_2_17,3,3,0
VAIPE_P_2_2,3,3,0
VAIPE_P_2_3,4,4,0
VAIPE_P_2_4,3,3,0
VAIPE_P_2_7,4,4,0
VAIPE_P_2_8,4,4,0
VAIPE_P_300_0,3,3,0
VAIPE_P_301_0,3,3,0
VAIPE_P_302_0,3,3,0
VAIPE_P_302_1,2,2,0
VAIPE_P_302_2,2,2,0
VAIPE_P_302_3,3,3,0
VAIPE_P_303_0,3,3,0
VAIPE_P_303_1,3,3,0
VAIPE_P_303_2,3,3,0
VAIPE_P_303_3,3,3,0
VAIPE_P_303_4,3,3,0
VAIPE_P_303_5,2,2,0
VAIPE_P_304_0,3,0,3
VAIPE_P_304_1,5,0,5
VAIPE_P_304_10,3,0,3
VAIPE_P_304_11,5,0,5
VAIPE_P_304_12,5,0,5
VAIPE_P_304_13,4,0,4
VAIPE_P_304_14,3,0,3
VAIPE_P_304_15,5,0,5
VAIPE_P_304_16,5,0,5
VAIPE_P_304_17,3,0,3
VAIPE_P_304_18,3,0,3
VAIPE_P_304_19,3,0,3
VAIPE_P_304_2,3,0,3
VAIPE_P_304_20,3,0,3
VAIPE_P_304_21,5,0,5
VAIPE_P_304_22,5,0,5
VAIPE_P_304_23,5,0,5
VAIPE_P_304_3,5,0,5
VAIPE_P_304_4,3,0,3
VAIPE_P_304_5,5,0,5
VAIPE_P_304_6,3,0,3
VAIPE_P_304_7,3,0,3
VAIPE_P_304_8,5,0,5
VAIPE_P_304_9,3,0,3
VAIPE_P_305_0,7,2,5
VAIPE_P_305_1,4,2,2
VAIPE_P_305_10,7,2,5
VAIPE_P_305_11,4,2,2
VAIPE_P_305_12,4,2,2
VAIPE_P_305_13,4,2,2
VAIPE_P_305_14,7,2,5
VAIPE_P_305_15,4,2,2
VAIPE_P_305_16,4,2,2
VAIPE_P_305_17,7,2,5
VAIPE_P_305_18,7,2,5
VAIPE_P_305_19,4,2,2
VAIPE_P_305_2,4,2,2
VAIPE_P_305_20,4,2,2
VAIPE_P_305_21,7,2,5
VAIPE_P_305_22,4,2,2
VAIPE_P_305_23,7,2,5
VAIPE_P_305_24,7,2,5
VAIPE_P_305_25,4,2,2
VAIPE_P_305_3,7,2,5
VAIPE_P_305_4,4,2,2
VAIPE_P_305_5,7,2,5
VAIPE_P_305_6,7,2,5
VAIPE_P_305_7,4,2,2
VAIPE_P_305_8,7,2,5
VAIPE_P_305_9,4,2,2
VAIPE_P_306_11,3,1,2
VAIPE_P_306_12,3,1,2
VAIPE_P_306_13,3,1,2
VAIPE_P_306_17,3,1,2
VAIPE_P_306_19,3,1,2
VAIPE_P_306_23,3,1,2
VAIPE_P_306_24,3,1,2
VAIPE_P_306_26,3,1,2
VAIPE_P_306_28,3,1,2
VAIPE_P_306_29,3,1,2
VAIPE_P_306_3,3,1,2
VAIPE_P_306_31,3,1,2
VAIPE_P_306_32,3,1,2
VAIPE_P_306_35,3,1,2
VAIPE_P_306_36,3,1,2
VAIPE_P_306_38,3,1,2
VAIPE_P_306_4,3,1,2
VAIPE_P_306_5,3,1,2
VAIPE_P_306_7,3,1,2
VAIPE_P_306_8,3,1,2
VAIPE_P_307_0,3,0,3
VAIPE_P_307_1,3,0,3
VAIPE_P_307_2,3,0,3
VAIPE_P_307_3,3,0,3
VAIPE_P_307_4,3,0,3
VAIPE_P_307_5,3,0,3
VAIPE_P_307_6,3,0,3
VAIPE_P_307_7,3,0,3
VAIPE_P_308_0,5,3,2
VAIPE_P_308_1,5,3,2
VAIPE_P_308_2,5,3,2
VAIPE_P_309_0,5,3,2
VAIPE_P_309_1,5,3,2
VAIPE_P_309_2,5,3,2
VAIPE_P_30_1,2,2,0
VAIPE_P_30_10,2,2,0
VAIPE_P_30_11,2,2,0
VAIPE_P_30_13,2,2,0
VAIPE_P_30_14,2,2,0
VAIPE_P_30_2,2,2,0
VAIPE_P_30_3,2,2,0
VAIPE_P_30_8,2,2,0
VAIPE_P_310_0,3,1,2
VAIPE_P_311_0,4,2,2
VAIPE_P_312_0,3,3,0
VAIPE_P_312_12,3,3,0
VAIPE_P_312_13,3,3,0
VAIPE_P_312_15,3,3,0
VAIPE_P_312_18,2,2,0
VAIPE_P_312_19,2,2,0
VAIPE_P_312_2,3,3,0
VAIPE_P_312_4,2,2,0
VAIPE_P_312_6,3,3,0
VAIPE_P_312_7,2,2,0
VAIPE_P_312_8,3,3,0
VAIPE_P_312_9,3,3,0
VAIPE_P_313_0,2,2,0
VAIPE_P_313_1,3,3,0
VAIPE_P_313_10,3,3,0
VAIPE_P_313_11,3,3,0
VAIPE_P_313_12,3,3,0
VAIPE_P_313_13,3,3,0
VAIPE_P_313_14,2,2,0
VAIPE_P_313_16,2,2,0
VAIPE_P_313_17,3,3,0
VAIPE_P_313_18,3,3,0
VAIPE_P_313_19,2,2,0
VAIPE_P_313_2,3,3,0
VAIPE_P_313_20,3,3,0
VAIPE_P_313_24,2,2,0
VAIPE_P_313_25,3,3,0
VAIPE_P_313_26,3,3,0
VAIPE_P_313_27,2,2,0
VAIPE_P_313_4,3,3,0
VAIPE_P_313_6,3,3,0
VAIPE_P_313_9,2,2,0
VAIPE_P_314_10,3,3,0
VAIPE_P_314_11,3,3,0
VAIPE_P_314_3,3,3,0
VAIPE_P_314_4,3,3,0
VAIPE_P_314_6,3,3,0
VAIPE_P_314_7,3,3,0
VAIPE_P_315_0,4,2,2
VAIPE_P_316_0,3,1,2
VAIPE_P_317_0,3,1,2
VAIPE_P_318_0,3,1,2
VAIPE_P_319_0,3,1,2
VAIPE_P_31_0,7,3,4
VAIPE_P_31_1,7,3,4
VAIPE_P_31_10,7,3,4
VAIPE_P_31_11,7,3,4
VAIPE_P_31_12,7,3,4
VAIPE_P_31_13,7,3,4
VAIPE_P_31_14,7,3,4
VAIPE_P_31_15,7,3,4
VAIPE_P_31_16,7,3,4
VAIPE_P_31_17,7,3,4
VAIPE_P_31_18,7,3,4
VAIPE_P_31_19,7,3,4
VAIPE_P_31_2,7,3,4
VAIPE_P_31_20,7,3,4
VAIPE_P_31_21,7,3,4
VAIPE_P_31_22,7,3,4
VAIPE_P_31_23,7,3,4
VAIPE_P_31_24,7,3,4
VAIPE_P_31_3,7,3,4
VAIPE_P_31_4,7,3,4
VAIPE_P_31_5,7,3,4
VAIPE_P_31_6,7,3,4
VAIPE_P_31_7,7,3,4
VAIPE_P_31_8,7,3,4
VAIPE_P_31_9,7,3,4
VAIPE_P_320_0,3,1,2
VAIPE_P_321_0,3,1,2
VAIPE_P_322_0,2,0,2
VAIPE_P_323_0,3,1,2
VAIPE_P_324_0,2,0,2
VAIPE_P_324_1,3,1,2
VAIPE_P_325_0,3,1,2
VAIPE_P_325_1,3,1,2
VAIPE_P_326_0,3,1,2
VAIPE_P_326_1,3,1,2
VAIPE_P_327_0,4,2,2
VAIPE_P_327_1,3,1,2
VAIPE_P_327_2,3,1,2
VAIPE_P_327_3,3,1,2
VAIPE_P_328_0,3,2,1
VAIPE_P_328_1,3,2,1
VAIPE_P_328_2,3,2,1
VAIPE_P_328_3,3,2,1
VAIPE_P_329_0,4,4,0
VAIPE_P_329_1,4,4,0
VAIPE_P_329_2,4,4,0
VAIPE_P_329_3,4,4,0
VAIPE_P_329_4,4,4,0
VAIPE_P_32_0,3,3,0
VAIPE_P_32_1,3,3,0
VAIPE_P_32_10,2,2,0
VAIPE_P_32_11,3,3,0
VAIPE_P_32_2,2,2,0
VAIPE_P_32_3,3,3,0
VAIPE_P_32_4,3,3,0
VAIPE_P_32_5,3,3,0
VAIPE_P_32_6,3,3,0
VAIPE_P_32_7,3,3,0
VAIPE_P_32_8,3,3,0
VAIPE_P_32_9,2,2,0
VAIPE_P_330_0,3,2,1
VAIPE_P_330_1,3,2,1
VAIPE_P_330_2,3,2,1
VAIPE_P_330_3,3,2,1
VAIPE_P_331_0,5,1,4
VAIPE_P_331_1,5,1,4
VAIPE_P_331_2,8,1,7
VAIPE_P_331_3,8,1,7
VAIPE_P_331_4,8,1,7
VAIPE_P_332_0,6,4,2
VAIPE_P_332_1,6,4,2
VAIPE_P_332_2,6,4,2
VAIPE_P_333_0,4,2,2
VAIPE_P_333_1,4,2,2
VAIPE_P_334_0,3,1,2
VAIPE_P_334_1,7,5,2
VAIPE_P_334_2,6,4,2
VAIPE_P_335_0,5,3,2
VAIPE_P_335_1,6,4,2
VAIPE_P_335_2,6,4,2
VAIPE_P_336_0,7,5,2
VAIPE_P_336_1,7,5,2
VAIPE_P_336_2,2,2,0
VAIPE_P_336_3,6,4,2
VAIPE_P_336_4,3,1,2
VAIPE_P_337_0,4,4,0
VAIPE_P_337_1,4,4,0
VAIPE_P_337_2,4,4,0
VAIPE_P_337_3,4,4,0
VAIPE_P_337_4,4,4,0
VAIPE_P_337_5,4,4,0
VAIPE_P_337_6,4,4,0
VAIPE_P_337_7,4,4,0
VAIPE_P_337_8,4,4,0
VAIPE_P_338_1,2,2,0
VAIPE_P_338_10,5,5,0
VAIPE_P_338_13,2,2,0
VAIPE_P_338_15,2,2,0
VAIPE_P_338_16,5,5,0
VAIPE_P_338_17,2,2,0
VAIPE_P_338_2,5,5,0
VAIPE_P_338_3,2,2,0
VAIPE_P_338_4,5,5,0
VAIPE_P_338_6,5,5,0
VAIPE_P_338_7,2,2,0
VAIPE_P_338_9,5,5,0
VAIPE_P_339_0,2,1,1
VAIPE_P_339_1,2,1,1
VAIPE_P_339_10,2,1,1
VAIPE_P_339_11,2,1,1
VAIPE_P_339_12,2,1,1
VAIPE_P_339_13,2,1,1
VAIPE_P_339_14,2,1,1
VAIPE_P_339_15,2,1,1
VAIPE_P_339_16,2,1,1
VAIPE_P_339_17,2,1,1
VAIPE_P_339_18,2,1,1
